CustomerKey,FirstName,LastName,FullName,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,DateFirstPurchase,CommuteDistance,CustomerCity,CustomerStateCode,CustomerState,CustomerCountry
22045,Cameron,Chen,"Chen, Cameron",1968-05-07,S,M,80000,0,0,Bachelors,Management,0,1,7971 Rolling Green Circle,2007-10-15,0-1 Miles,Burien,WA,Washington,United States
22046,Jasmine,Sanders,"Sanders, Jasmine",1968-02-21,S,F,80000,0,0,Bachelors,Management,0,1,9783 Amaranth Way,2007-10-07,0-1 Miles,Walla Walla,WA,Washington,United States
22047,David,Gonzales,"Gonzales, David",1968-12-16,M,M,90000,4,4,Bachelors,Management,1,1,6306 El Dorado Way,2008-03-23,1-2 Miles,Beverly Hills,CA,California,United States
22048,Grace,Washington,"Washington, Grace",1967-04-22,M,F,100000,1,0,Bachelors,Management,1,2,4698 Royal Oak Rd.,2007-10-11,1-2 Miles,San Francisco,CA,California,United States
22049,Allen,Patel,"Patel, Allen",1967-05-07,S,M,130000,0,0,Graduate Degree,Management,0,1,7971 Rolling Green Circle,2007-11-06,10+ Miles,Berkeley,CA,California,United States
22050,Richard,Bailey,"Bailey, Richard",1968-02-18,S,M,90000,4,4,Bachelors,Management,1,1,5826 Limewood Pl.,2005-08-30,1-2 Miles,Burnaby,BC,British Columbia,Canada
22051,Lauren,Rogers,"Rogers, Lauren",1968-12-05,S,F,90000,4,4,Partial College,Skilled Manual,0,3,7399 Pacific,2008-06-24,1-2 Miles,Bellingham,WA,Washington,United States
22052,Zachary,Butler,"Butler, Zachary",1968-05-08,M,M,110000,2,1,Graduate Degree,Management,1,3,4050 Canyon Road,2007-08-13,1-2 Miles,Bellflower,CA,California,United States
22053,Jaime,Goel,"Goel, Jaime",1968-12-15,S,M,120000,1,1,Bachelors,Management,0,4,9067 Argonne Drive,2008-04-08,0-1 Miles,Berkeley,CA,California,United States
22054,Russell,Raji,"Raji, Russell",1968-08-24,S,M,120000,1,1,Bachelors,Management,1,4,1144 Paraiso Ct.,2007-10-14,2-5 Miles,Berkeley,CA,California,United States
22055,Hannah,Clark,"Clark, Hannah",1968-03-05,M,F,120000,1,1,Bachelors,Management,1,4,8612 Camino Ricardo,2007-08-14,0-1 Miles,Beverly Hills,CA,California,United States
22056,Alex,Howard,"Howard, Alex",1979-02-18,M,M,40000,0,0,High School,Skilled Manual,0,2,9779 Shuey Ave.,2008-03-10,1-2 Miles,Olympia,WA,Washington,United States
22057,Kyle,Ross,"Ross, Kyle",1979-02-13,S,M,40000,0,0,High School,Skilled Manual,1,2,313 Park Highlands,2008-07-14,5-10 Miles,Yakima,WA,Washington,United States
22058,Jake,Zukowski,"Zukowski, Jake",1978-11-05,S,M,40000,0,0,High School,Skilled Manual,0,2,5888 Salem St.,2005-09-02,1-2 Miles,Cliffside,BC,British Columbia,Canada
22059,Jonathan,Johnson,"Johnson, Jonathan",1978-02-09,M,M,40000,0,0,High School,Skilled Manual,1,2,2559 Altura Drive,2007-10-03,5-10 Miles,Langley,BC,British Columbia,Canada
22060,Evan,Hill,"Hill, Evan",1978-11-06,M,M,40000,0,0,Partial College,Skilled Manual,1,1,6468 Gatewood Court,2007-09-08,5-10 Miles,Lake Oswego,OR,Oregon,United States
22061,Jenny,Goel,"Goel, Jenny",1978-09-20,S,F,60000,0,0,Partial College,Skilled Manual,0,2,7156 Rose Dr.,2008-06-28,1-2 Miles,Cerritos,CA,California,United States
22062,Cameron,Flores,"Flores, Cameron",1978-04-28,S,M,60000,0,0,Partial College,Skilled Manual,0,2,7892 M Ln.,2008-06-22,1-2 Miles,Downey,CA,California,United States
22063,Joanna,Suarez,"Suarez, Joanna",1945-10-02,M,F,10000,2,1,Partial High School,Clerical,1,2,4906 Vine Hill Way,2008-07-18,5-10 Miles,Malabar,NSW,New South Wales,Australia
22064,Lawrence,Carlson,"Carlson, Lawrence",1945-05-24,M,M,20000,4,0,High School,Skilled Manual,1,2,749 Tanager Court,2007-08-20,5-10 Miles,Sunbury,VIC,Victoria,Australia
22065,Roy,Martin,"Martin, Roy",1946-07-03,M,M,20000,4,0,High School,Skilled Manual,0,2,8955 Miller Dr.,2007-08-30,1-2 Miles,Brisbane,QLD,Queensland,Australia
22066,Paula,Munoz,"Munoz, Paula",1971-03-18,M,F,70000,1,1,Graduate Degree,Skilled Manual,1,0,3200 Sandalwood Dr,2007-10-03,1-2 Miles,Berkeley,CA,California,United States
22067,Julia,Jackson,"Jackson, Julia",1971-01-18,M,F,70000,1,1,Graduate Degree,Skilled Manual,1,0,2375 Elwood Drive,2007-10-28,0-1 Miles,Bellingham,WA,Washington,United States
22068,Sean,James,"James, Sean",1963-06-15,S,M,100000,0,2,Partial College,Professional,1,2,3556 Hoek Maple Court,2007-10-14,5-10 Miles,Beverly Hills,CA,California,United States
22069,Bailey,Reed,"Reed, Bailey",1963-12-06,S,F,100000,0,2,Partial College,Professional,1,2,3652 Happy Valley Road,2008-01-30,5-10 Miles,Beverly Hills,CA,California,United States
22070,Eduardo,Brown,"Brown, Eduardo",1963-07-02,M,M,110000,4,3,Bachelors,Management,1,0,2823 Pheasant Court,2008-02-07,5-10 Miles,Colma,CA,California,United States
22071,Gabriel,Carter,"Carter, Gabriel",1963-11-20,S,M,110000,4,3,Bachelors,Management,0,0,3312 Kenneth Ct.,2007-11-08,1-2 Miles,Coronado,CA,California,United States
22072,Devin,Russell,"Russell, Devin",1963-08-04,S,M,160000,2,2,Bachelors,Management,0,2,939 Loeffler Lane,2007-10-02,0-1 Miles,Woodland Hills,CA,California,United States
22073,Timothy,Sanders,"Sanders, Timothy",1962-12-25,M,M,90000,5,4,Partial College,Professional,1,4,8838 Kirker Pass Road,2007-11-24,5-10 Miles,Bellingham,WA,Washington,United States
22074,Richard,Washington,"Washington, Richard",1962-08-15,S,M,100000,1,2,Partial College,Professional,1,4,3069 Serpentine,2007-10-30,5-10 Miles,W. Linn,OR,Oregon,United States
22075,Pedro,Patel,"Patel, Pedro",1962-05-15,M,M,110000,1,3,Bachelors,Management,1,1,9462 Ohara Ave.,2008-03-30,5-10 Miles,Bellflower,CA,California,United States
22076,Nelson,Vazquez,"Vazquez, Nelson",1962-06-24,M,M,110000,1,3,Bachelors,Management,1,2,7888 Stanford Street,2007-11-27,1-2 Miles,Colma,CA,California,United States
22077,Marvin,Rubio,"Rubio, Marvin",1962-07-10,M,M,110000,1,3,Bachelors,Management,1,3,9075 Calle Verde,2007-10-08,5-10 Miles,Concord,CA,California,United States
22078,William,Martin,"Martin, William",1962-07-08,M,M,120000,1,3,Partial College,Professional,1,4,7432 N. 17th St.,2007-10-30,5-10 Miles,Glendale,CA,California,United States
22079,Katherine,Perez,"Perez, Katherine",1961-10-16,M,F,70000,5,4,Partial College,Professional,1,3,1935 Heavenly Drive,2008-04-11,5-10 Miles,N. Vancouver,BC,British Columbia,Canada
22080,Caitlin,Sanchez,"Sanchez, Caitlin",1961-12-04,M,F,70000,5,4,Partial College,Professional,1,3,3356 Northstar Drive,2008-05-31,1-2 Miles,Sooke,BC,British Columbia,Canada
22081,Olivia,Clark,"Clark, Olivia",1961-04-07,M,F,100000,3,2,Partial College,Professional,1,4,6874 Magnolia Ave.,2007-10-07,1-2 Miles,W. Linn,OR,Oregon,United States
22082,Lucas,Barnes,"Barnes, Lucas",1961-10-23,S,M,110000,1,3,Bachelors,Management,1,3,6695 Treat Blvd.,2007-10-15,5-10 Miles,Berkeley,CA,California,United States
22083,David,Flores,"Flores, David",1961-03-16,M,M,110000,1,3,Bachelors,Management,1,3,8829 Northstar Drive,2008-02-28,2-5 Miles,Berkeley,CA,California,United States
22084,Francis,Gomez,"Gomez, Francis",1961-07-07,M,M,110000,1,3,Partial College,Professional,1,4,2300 Lillian Dr,2008-04-10,5-10 Miles,Chula Vista,CA,California,United States
22085,Toni,Mehta,"Mehta, Toni",1961-07-13,M,F,110000,1,3,Partial College,Professional,1,4,4173 Rockledge Lane,2008-02-06,5-10 Miles,Colma,CA,California,United States
22086,Chelsea,Sanchez,"Sanchez, Chelsea",1961-11-17,M,F,110000,1,3,Partial College,Professional,1,4,8967 Chrislend Court,2007-12-14,5-10 Miles,Concord,CA,California,United States
22087,Joan,Coleman,"Coleman, Joan",1961-10-16,M,F,120000,1,3,High School,Professional,1,4,2260 Clear Court,2008-01-11,2-5 Miles,Coronado,CA,California,United States
22088,Hannah,Diaz,"Diaz, Hannah",1961-01-19,M,F,130000,1,3,Bachelors,Management,1,2,7345 Stillman Court,2007-10-16,0-1 Miles,Glendale,CA,California,United States
22089,Mason,Gray,"Gray, Mason",1961-03-04,M,M,130000,1,3,Bachelors,Management,1,3,4625 Dos Encinas,2007-10-10,0-1 Miles,Novato,CA,California,United States
22090,Alexandra,Miller,"Miller, Alexandra",1955-11-20,M,F,70000,4,3,High School,Professional,1,0,328 Shelly Dr.,2007-08-13,1-2 Miles,West Covina,CA,California,United States
22091,Kayla,Griffin,"Griffin, Kayla",1955-08-23,M,F,80000,3,2,Partial College,Professional,1,1,1026 Mt. Wilson Pl.,2007-10-27,5-10 Miles,Lynnwood,WA,Washington,United States
22092,Andrea,Young,"Young, Andrea",1955-02-23,M,F,90000,2,1,High School,Professional,1,1,9384 Ashmount Way,2007-10-14,10+ Miles,Tacoma,WA,Washington,United States
22093,Sydney,Baker,"Baker, Sydney",1955-06-16,M,F,90000,2,1,High School,Professional,1,1,2959 Freda Drive,2007-11-17,10+ Miles,Portland,OR,Oregon,United States
22094,Jared,Watson,"Watson, Jared",1955-06-04,M,M,90000,2,1,High School,Professional,1,1,7477 Mt. Everest Court,2007-11-09,10+ Miles,Walla Walla,WA,Washington,United States
22095,Brandon,Perry,"Perry, Brandon",1955-10-15,S,M,90000,2,1,High School,Professional,1,1,384 Dayton Court,2008-05-13,10+ Miles,Victoria,BC,British Columbia,Canada
22096,Bryce,Cooper,"Cooper, Bryce",1954-01-22,S,M,70000,2,0,Partial High School,Skilled Manual,1,2,4399 Price Lane,2007-11-04,5-10 Miles,Bellingham,WA,Washington,United States
22097,David,Anderson,"Anderson, David",1935-05-08,M,M,40000,3,0,Partial College,Professional,1,2,4683 Tuolumne Way,2007-08-20,5-10 Miles,Victoria,BC,British Columbia,Canada
22098,Katherine,Brooks,"Brooks, Katherine",1935-10-18,S,F,50000,2,0,Graduate Degree,Management,0,2,252 Meadowbrook Drive,2007-12-30,1-2 Miles,W. Linn,OR,Oregon,United States
22099,Joel,Schmidt,"Schmidt, Joel",1935-04-23,M,M,80000,4,0,Graduate Degree,Management,1,2,9558 Orchard View Ave.,2007-11-14,1-2 Miles,Colma,CA,California,United States
22100,Fernando,Hall,"Hall, Fernando",1960-03-20,M,M,80000,5,4,Partial College,Professional,1,3,8886 Marsh Drive,2008-02-09,1-2 Miles,Port Hammond,BC,British Columbia,Canada
22101,Carol,White,"White, Carol",1960-05-12,S,F,90000,4,3,High School,Professional,0,3,9854 Martindale Drive,2008-04-08,1-2 Miles,Everett,WA,Washington,United States
22102,Eduardo,Cox,"Cox, Eduardo",1960-02-08,M,M,100000,0,3,Partial College,Professional,1,1,5253 Harris Court,2008-04-08,1-2 Miles,Salem,OR,Oregon,United States
22103,Alexandra,Hernandez,"Hernandez, Alexandra",1960-06-25,M,F,110000,3,3,Partial College,Professional,0,4,6544 Bella Vista,2007-11-24,2-5 Miles,Burlingame,CA,California,United States
22104,Richard,Adams,"Adams, Richard",1960-01-20,S,M,110000,4,3,Partial College,Professional,1,4,2284 Azalea Avenue,2007-11-08,5-10 Miles,Daly City,CA,California,United States
22105,Taylor,Cooper,"Cooper, Taylor",1960-03-23,M,F,120000,5,4,High School,Professional,1,2,8291 Crossbow Way,2008-07-04,2-5 Miles,Lemon Grove,CA,California,United States
22106,Olivia,Long,"Long, Olivia",1960-06-10,M,F,160000,1,3,Partial College,Professional,1,2,1487 Franklin Canyon Road,2007-11-12,0-1 Miles,Palo Alto,CA,California,United States
22107,Michael,Jones,"Jones, Michael",1954-10-04,S,M,70000,2,0,Partial High School,Skilled Manual,0,2,608 Lincoln Dr.,2007-12-14,1-2 Miles,Oak Bay,BC,British Columbia,Canada
22108,Eduardo,Powell,"Powell, Eduardo",1954-06-17,S,M,70000,2,0,Partial High School,Skilled Manual,0,2,1810 Darlene Dr.,2007-10-20,1-2 Miles,Novato,CA,California,United States
22109,Jonathan,Mitchell,"Mitchell, Jonathan",1954-02-02,M,M,60000,2,0,Partial High School,Skilled Manual,0,2,2595 Franklin Canyon Rd.,2005-09-19,1-2 Miles,Vancouver,BC,British Columbia,Canada
22110,Eduardo,King,"King, Eduardo",1954-08-08,M,M,60000,2,0,Partial High School,Skilled Manual,1,2,3348 Galindo Street,2008-06-26,5-10 Miles,Beaverton,OR,Oregon,United States
22111,Gabriella,King,"King, Gabriella",1954-11-10,M,F,60000,2,0,Partial High School,Skilled Manual,0,2,3939 Northridge Ct.,2008-06-03,1-2 Miles,Concord,CA,California,United States
22112,Paige,Reed,"Reed, Paige",1954-12-26,M,F,60000,3,0,Partial High School,Skilled Manual,1,2,1256 Orangewood Ave.,2005-09-27,5-10 Miles,Port Hammond,BC,British Columbia,Canada
22113,Katherine,Garcia,"Garcia, Katherine",1953-09-14,S,F,70000,3,0,Graduate Degree,Management,1,2,2341 Breaker Dr.,2007-11-18,5-10 Miles,W. Linn,OR,Oregon,United States
22114,Lucas,Martin,"Martin, Lucas",1953-07-16,M,M,70000,3,0,Graduate Degree,Management,1,2,191 Trail Way,2005-09-01,5-10 Miles,Cliffside,BC,British Columbia,Canada
22115,Dalton,Rogers,"Rogers, Dalton",1953-06-13,M,M,70000,3,0,Graduate Degree,Management,0,2,2467 Green St.,2007-11-08,1-2 Miles,Redmond,WA,Washington,United States
22116,Robert,Lopez,"Lopez, Robert",1953-11-04,S,M,70000,3,0,Graduate Degree,Management,1,2,457 Ryan Rd.,2007-11-29,5-10 Miles,Grossmont,CA,California,United States
22117,Sydney,Perez,"Perez, Sydney",1953-04-11,M,F,70000,3,0,Graduate Degree,Management,1,2,2402 Sutherland Dr.,2005-09-22,1-2 Miles,Vancouver,BC,British Columbia,Canada
22118,Jennifer,Parker,"Parker, Jennifer",1953-05-20,S,F,70000,3,0,Graduate Degree,Management,1,2,5772 Ridgewood Drive,2005-10-23,5-10 Miles,Vancouver,BC,British Columbia,Canada
22119,Hailey,Flores,"Flores, Hailey",1953-10-13,M,F,70000,3,0,Graduate Degree,Management,1,2,90 Toyon Dr.,2007-11-29,1-2 Miles,Burlingame,CA,California,United States
22120,Jennifer,Perry,"Perry, Jennifer",1953-11-01,M,F,60000,3,0,Graduate Degree,Management,1,2,6274 San Antonio,2005-10-29,5-10 Miles,Victoria,BC,British Columbia,Canada
22121,Jackson,Henderson,"Henderson, Jackson",1952-05-12,M,M,40000,3,0,Partial College,Professional,0,2,6715 North Park Court,2005-11-18,1-2 Miles,Haney,BC,British Columbia,Canada
22122,Rachel,Butler,"Butler, Rachel",1952-10-25,M,F,40000,3,0,Partial College,Professional,1,2,5079 Notre Dame Avenue,2007-10-15,5-10 Miles,Redmond,WA,Washington,United States
22123,Isabella,Bailey,"Bailey, Isabella",1937-04-03,S,F,60000,3,0,Graduate Degree,Management,1,2,1726 Hacienda,2007-11-25,10+ Miles,Beverly Hills,CA,California,United States
22124,Desiree,Alonso,"Alonso, Desiree",1937-09-05,M,F,60000,3,0,Graduate Degree,Management,1,2,5785 Lislin Ct.,2008-05-15,10+ Miles,Chicago,IL,Illinois,United States
22125,Zachary,Garcia,"Garcia, Zachary",1937-02-02,M,M,60000,3,0,Graduate Degree,Management,1,2,1915 Seawind Dr.,2007-09-12,10+ Miles,National City,CA,California,United States
22126,Rachel,Ward,"Ward, Rachel",1937-08-03,M,F,60000,3,0,Graduate Degree,Management,0,2,7694 Furness Street,2008-02-21,1-2 Miles,Burlingame,CA,California,United States
22127,Marcus,Thompson,"Thompson, Marcus",1938-11-09,M,M,60000,3,0,Graduate Degree,Management,1,2,3260 Fountainhead Court,2007-11-10,1-2 Miles,Colma,CA,California,United States
22128,Melissa,Perry,"Perry, Melissa",1938-04-07,M,F,70000,4,0,Graduate Degree,Management,1,2,6828 Willow Pass Road,2005-11-26,1-2 Miles,Langford,BC,British Columbia,Canada
22129,Chloe,Hall,"Hall, Chloe",1938-12-08,M,F,70000,4,0,Graduate Degree,Management,1,2,4042 Shoenic,2007-11-14,10+ Miles,Beverly Hills,CA,California,United States
22130,Xavier,Bryant,"Bryant, Xavier",1938-08-28,M,M,70000,5,0,Graduate Degree,Management,1,2,3905 Mt. Trinity Court,2007-11-10,1-2 Miles,San Diego,CA,California,United States
22131,Jessica,Cook,"Cook, Jessica",1938-07-01,M,F,70000,5,0,Graduate Degree,Management,1,2,1889 Carmel Dr,2007-11-20,10+ Miles,Grossmont,CA,California,United States
22132,Rachael,Mehta,"Mehta, Rachael",1938-02-25,M,F,70000,5,0,Graduate Degree,Management,1,2,93 N. 39th Street,2007-11-29,10+ Miles,Colma,CA,California,United States
22133,Xavier,Adams,"Adams, Xavier",1938-09-23,M,M,80000,4,0,Graduate Degree,Management,1,2,4030 La Orinda Place,2007-11-20,1-2 Miles,Olympia,WA,Washington,United States
22134,Leonard,Raji,"Raji, Leonard",1939-11-10,M,M,60000,3,0,Graduate Degree,Management,1,2,2038 Encino Drive,2008-03-28,10+ Miles,Burbank,CA,California,United States
22135,Julia,Hernandez,"Hernandez, Julia",1939-06-19,M,F,70000,5,0,Graduate Degree,Management,1,2,921 Pembrook Court,2007-11-07,10+ Miles,Renton,WA,Washington,United States
22136,Devin,Evans,"Evans, Devin",1939-11-14,M,M,80000,4,0,Graduate Degree,Management,1,2,8937 Two Bay Road,2007-11-07,5-10 Miles,El Cajon,CA,California,United States
22137,Elizabeth,Griffin,"Griffin, Elizabeth",1940-03-20,M,F,60000,3,0,Graduate Degree,Management,1,2,9046 C Street,2008-06-07,10+ Miles,Newport Beach,CA,California,United States
22138,Alexandra,Brooks,"Brooks, Alexandra",1940-09-11,M,F,80000,4,0,Graduate Degree,Management,1,2,5854 Eagle Way,2007-10-19,5-10 Miles,Chula Vista,CA,California,United States
22139,Jaime,Pal,"Pal, Jaime",1940-05-08,M,M,80000,4,0,Bachelors,Management,1,2,5279 East L Street,2007-11-13,1-2 Miles,Concord,CA,California,United States
22140,Makayla,Sanchez,"Sanchez, Makayla",1941-12-22,M,F,50000,4,0,Bachelors,Management,1,2,5919 Maywood Lane,2008-06-27,1-2 Miles,Renton,WA,Washington,United States
22141,Jesse,Carter,"Carter, Jesse",1941-09-13,M,M,50000,4,0,Bachelors,Management,1,2,6359 Sand Point Road,2008-02-27,10+ Miles,Sooke,BC,British Columbia,Canada
22142,Nelson,Alonso,"Alonso, Nelson",1941-04-10,M,M,50000,4,0,Bachelors,Management,1,2,5608 Montanya Court,2007-09-28,10+ Miles,Burlingame,CA,California,United States
22143,Summer,Prasad,"Prasad, Summer",1941-07-15,M,F,50000,4,0,Bachelors,Management,1,2,2328 Elk Dr,2007-08-19,10+ Miles,Cliffside,BC,British Columbia,Canada
22144,Zachary,Wang,"Wang, Zachary",1941-02-06,M,M,60000,3,0,Graduate Degree,Management,1,2,2901 Sunny Ave,2008-01-14,1-2 Miles,Haney,BC,British Columbia,Canada
22145,Eduardo,Kelly,"Kelly, Eduardo",1941-06-06,M,M,60000,3,0,Graduate Degree,Management,1,2,1483 Santa Lucia Dr.,2007-09-23,10+ Miles,Berkeley,CA,California,United States
22146,Benjamin,Chen,"Chen, Benjamin",1942-10-21,S,M,50000,4,0,Bachelors,Management,1,2,5844 Miguel Drive,2008-06-13,10+ Miles,Torrance,CA,California,United States
22147,Brett,Kapoor,"Kapoor, Brett",1947-04-17,M,M,10000,2,1,Partial High School,Clerical,1,2,1307 Horseshoe Circle,2008-02-25,5-10 Miles,Caloundra,QLD,Queensland,Australia
22148,Candace,Prasad,"Prasad, Candace",1947-02-25,M,F,10000,2,1,Partial High School,Clerical,1,2,2964 Mt. Washington,2007-12-24,5-10 Miles,Cranbourne,VIC,Victoria,Australia
22149,Gregory,Shen,"Shen, Gregory",1947-09-15,M,M,20000,4,0,High School,Skilled Manual,1,2,9995 All Ways Drive,2008-07-02,5-10 Miles,Hobart,TAS,Tasmania,Australia
22150,Damien,Liang,"Liang, Damien",1947-02-25,M,M,30000,2,0,Partial College,Clerical,0,2,1691 Boxer Blvd.,2007-09-12,5-10 Miles,Townsville,QLD,Queensland,Australia
22151,Neil,Jimenez,"Jimenez, Neil",1948-07-06,M,M,10000,2,1,Partial High School,Clerical,1,2,6036 Park Glenn,2008-03-11,5-10 Miles,Cloverdale,SA,South Australia,Australia
22152,Marcus,King,"King, Marcus",1978-02-18,M,M,60000,0,0,Partial College,Skilled Manual,1,2,8564 Hickory Drive,2008-06-09,5-10 Miles,Long Beach,CA,California,United States
22153,Alyssa,Kelly,"Kelly, Alyssa",1978-08-04,M,F,70000,0,0,Partial College,Skilled Manual,0,2,4111 Vista Diablo,2007-11-29,0-1 Miles,San Gabriel,CA,California,United States
22154,Yolanda,Yuan,"Yuan, Yolanda",1977-01-24,S,F,40000,0,0,Partial High School,Clerical,1,2,5786 St. George Drive,2007-08-08,5-10 Miles,Chalk Riber,ON,Ontario,Canada
22155,Steve,Cai,"Cai, Steve",1948-07-05,M,M,20000,2,1,Partial High School,Clerical,1,2,2582 South Ranchford Ct.,2008-03-10,5-10 Miles,Sunbury,VIC,Victoria,Australia
22156,Jamie,Zheng,"Zheng, Jamie",1948-03-04,M,F,30000,3,0,Partial College,Clerical,0,2,2104 Grading Way,2007-09-07,5-10 Miles,Brisbane,QLD,Queensland,Australia
22157,Maria,Richardson,"Richardson, Maria",1977-11-22,S,F,40000,0,0,Partial High School,Clerical,0,2,2868 Filling Ave.,2008-04-10,5-10 Miles,Beaverton,OR,Oregon,United States
22158,Amber,Phillips,"Phillips, Amber",1977-02-16,S,F,40000,0,0,Partial High School,Clerical,1,2,9445 Shady Ln.,2007-12-08,5-10 Miles,Beaverton,OR,Oregon,United States
22159,David,Davis,"Davis, David",1977-05-17,S,M,40000,0,0,Partial College,Skilled Manual,0,1,3923 Dew Drop Circle,2008-06-13,5-10 Miles,Olympia,WA,Washington,United States
22160,Alex,Richardson,"Richardson, Alex",1977-12-11,S,M,40000,0,0,Partial College,Skilled Manual,0,1,2309 Mt. Olivet Ct.,2007-12-05,1-2 Miles,Portland,OR,Oregon,United States
22161,Rachel,Clark,"Clark, Rachel",1977-10-04,S,F,40000,0,0,Partial College,Skilled Manual,0,2,6308 Broadway Street,2008-06-22,1-2 Miles,Berkeley,CA,California,United States
22162,Brad,Yuan,"Yuan, Brad",1977-04-11,M,M,60000,0,0,Partial College,Skilled Manual,1,2,9001 Esperanza,2007-12-07,5-10 Miles,Burbank,CA,California,United States
22163,Morgan,Scott,"Scott, Morgan",1977-07-01,S,F,60000,0,0,Partial College,Skilled Manual,1,2,6710 Santa Monica Drive,2007-08-08,5-10 Miles,Lakewood,CA,California,United States
22164,Destiny,Morris,"Morris, Destiny",1977-08-24,S,F,70000,0,0,Partial College,Skilled Manual,0,2,8166 Starflower Dr,2007-12-12,0-1 Miles,Spring Valley,CA,California,United States
22165,Aaron,Perez,"Perez, Aaron",1976-11-01,M,M,60000,0,0,Partial College,Skilled Manual,0,2,749 Ida Dr.,2007-11-19,1-2 Miles,Glendale,CA,California,United States
22166,Katherine,Gray,"Gray, Katherine",1976-08-28,S,F,60000,0,0,Partial College,Skilled Manual,0,2,4524 Ferndale Lane,2007-12-14,1-2 Miles,Yakima,WA,Washington,United States
22167,Colleen,Yang,"Yang, Colleen",1949-03-22,M,F,20000,2,1,Partial High School,Clerical,1,2,6221 Stephine Way,2007-08-14,5-10 Miles,Lane Cove,NSW,New South Wales,Australia
22168,Erica,Wang,"Wang, Erica",1949-05-02,M,F,30000,3,0,Partial College,Clerical,0,2,5648 Roland Ct.,2006-10-14,1-2 Miles,Wollongong,NSW,New South Wales,Australia
22169,Jenny,Li,"Li, Jenny",1950-12-13,M,F,20000,2,1,Partial High School,Clerical,1,2,251 Steven Circle,2007-12-21,1-2 Miles,Melbourne,VIC,Victoria,Australia
22170,Cynthia,Martinez,"Martinez, Cynthia",1950-09-18,M,F,30000,3,0,Partial College,Clerical,0,2,6409 Buckthorn Court,2006-10-05,1-2 Miles,Warrnambool,VIC,Victoria,Australia
22171,Meredith,Gonzalez,"Gonzalez, Meredith",1951-05-10,M,F,30000,3,0,High School,Skilled Manual,0,2,8668 Via Neruda,2006-10-26,1-2 Miles,Cranbourne,VIC,Victoria,Australia
22172,Cesar,Sara,"Sara, Cesar",1951-09-09,M,M,30000,3,0,High School,Skilled Manual,1,2,8049 Jefferson Street,2006-10-03,5-10 Miles,Rhodes,NSW,New South Wales,Australia
22173,Bianca,Cai,"Cai, Bianca",1952-04-20,M,F,30000,3,0,High School,Skilled Manual,0,2,6963 Grand View Avenue,2006-10-10,1-2 Miles,Rhodes,NSW,New South Wales,Australia
22174,Micah,Lu,"Lu, Micah",1952-05-02,M,M,30000,3,0,High School,Skilled Manual,1,2,5710 Ida Drive,2006-10-13,5-10 Miles,Perth,SA,South Australia,Australia
22175,Joy,Dominguez,"Dominguez, Joy",1952-11-05,M,F,30000,3,0,High School,Skilled Manual,1,2,2625 Fremont St.,2006-10-14,5-10 Miles,Warrnambool,VIC,Victoria,Australia
22176,Alejandro,Yang,"Yang, Alejandro",1953-09-10,M,M,40000,3,0,Partial College,Skilled Manual,0,2,3192 Oakleaf Ct,2008-01-06,1-2 Miles,Wollongong,NSW,New South Wales,Australia
22177,Meghan,Suarez,"Suarez, Meghan",1953-03-25,M,F,40000,3,0,Partial College,Skilled Manual,0,2,5236 Clayton Road,2008-01-14,1-2 Miles,Port Macquarie,NSW,New South Wales,Australia
22178,Jessica,Bell,"Bell, Jessica",1953-06-26,M,F,40000,3,0,Partial College,Skilled Manual,1,2,261 La Orinda Pl,2006-10-12,5-10 Miles,Port Macquarie,NSW,New South Wales,Australia
22179,Abby,Mehta,"Mehta, Abby",1954-02-08,M,F,40000,3,0,Partial High School,Clerical,0,2,6289 Via Del Verdes,2007-12-17,1-2 Miles,Springwood,NSW,New South Wales,Australia
22180,Joe,Srini,"Srini, Joe",1954-10-14,S,M,70000,2,0,Partial College,Skilled Manual,0,2,3337 East 26th Street,2006-10-02,1-2 Miles,North Ryde,NSW,New South Wales,Australia
22181,Gary,Romero,"Romero, Gary",1954-10-21,S,M,70000,2,0,Partial College,Skilled Manual,1,2,8826 Fine Drive,2006-10-07,5-10 Miles,North Ryde,NSW,New South Wales,Australia
22182,Madeline,Parker,"Parker, Madeline",1975-11-04,S,F,40000,0,0,Partial College,Skilled Manual,0,2,9379 Terrapin Court,2005-11-26,1-2 Miles,Sooke,BC,British Columbia,Canada
22183,Benjamin,Jones,"Jones, Benjamin",1975-10-26,M,M,40000,0,0,Partial College,Skilled Manual,1,2,5497 Brandywine Way,2008-04-19,5-10 Miles,Bremerton,WA,Washington,United States
22184,Jeremy,Carter,"Carter, Jeremy",1975-07-27,M,M,60000,0,0,Partial College,Skilled Manual,1,2,5985 Bouncing Road,2008-04-15,5-10 Miles,Lakewood,CA,California,United States
22185,Connor,Henderson,"Henderson, Connor",1975-06-02,M,M,60000,0,0,Partial College,Skilled Manual,1,2,1515 Palm Dr,2007-09-27,5-10 Miles,Palo Alto,CA,California,United States
22186,Jonathan,Foster,"Foster, Jonathan",1975-10-04,S,M,60000,0,0,Partial College,Skilled Manual,0,2,1135 Glenellen Court,2008-06-25,1-2 Miles,San Carlos,CA,California,United States
